timestamp,jobid,n,processes,threads,distribution,schedule,computation_time,total_time,primes_found
2026-09-17T14:27:25Z,140416,100000000,8,2,block,static,5.490760,5.996309,5761455
2026-09-17T14:27:27Z,140414,100000000,4,8,cyclic,static,1.753122,2.807124,5761455
2026-09-17T14:27:27Z,140413,100000000,4,8,block,guided,2.285774,2.958635,5761455
2026-09-17T14:27:27Z,140412,100000000,4,4,weighted,guided,3.623335,4.239919,5761455
2026-09-17T14:27:31Z,140413,100000000,4,8,block,guided,2.270697,3.008155,5761455
2026-09-17T14:27:31Z,140414,100000000,4,8,cyclic,static,2.522789,3.471955,5761455
2026-09-17T14:27:31Z,140415,100000000,4,8,weighted,static,1.836672,2.434087,5761455
2026-09-17T14:27:32Z,140416,100000000,8,2,block,static,4.643969,5.162875,5761455
2026-09-17T14:27:32Z,140407,100000000,4,2,block,guided,8.991344,9.704876,5761455
2026-09-17T14:27:33Z,140409,100000000,4,2,weighted,guided,7.198514,8.062436,5761455
2026-09-17T14:27:33Z,140399,100000000,2,2,cyclic,guided,13.368876,14.202088,5761455
2026-09-17T14:27:34Z,140413,100000000,4,8,block,guided,2.272344,2.869032,5761455
2026-09-17T14:27:34Z,140415,100000000,4,8,weighted,static,1.834055,2.456238,5761455
2026-09-17T14:27:35Z,140414,100000000,4,8,cyclic,static,2.599688,3.567620,5761455
2026-09-17T14:27:37Z,140415,100000000,4,8,weighted,static,1.827558,2.440607,5761455
2026-09-17T14:27:38Z,140416,100000000,8,2,block,dynamic,5.283482,5.786704,5761455
2026-09-17T14:27:39Z,140414,100000000,4,8,cyclic,dynamic,2.248263,3.171619,5761455
2026-09-17T14:27:39Z,140400,100000000,2,2,weighted,guided,14.767619,15.349789,5761455
2026-09-17T14:27:40Z,140415,100000000,4,8,weighted,static,1.823680,2.489290,5761455
2026-09-17T14:27:40Z,140418,100000000,8,2,weighted,static,3.955390,4.535329,5761455
2026-09-17T14:27:41Z,140398,100000000,2,2,block,dynamic,16.763980,17.252569,5761455
2026-09-17T14:27:41Z,140409,100000000,4,2,weighted,guided,7.170077,7.797250,5761455
2026-09-17T14:27:42Z,140414,100000000,4,8,cyclic,dynamic,1.955266,2.943465,5761455
2026-09-17T14:27:42Z,140417,100000000,8,2,cyclic,static,6.788139,7.797248,5761455
2026-09-17T14:27:43Z,140415,100000000,4,8,weighted,static,1.825261,2.530192,5761455
